user_id,total_sort_actions,different_fields_used,different_combinations_used,days_active_sorting,most_used_field,preferred_direction
RY995735,30,1,1,3,documentDispositionDate,ASC
RV105428,30,1,1,3,documentOmschrijving,ASC
RQ888420,30,1,1,3,ingangsDatum,ASC
UA005534,30,1,1,3,ingangsDatum,DESC
IC137826,30,1,1,3,ingangsDatum,DESC
RX341406,30,1,1,2,ingangsDatum,DESC
RY1001417,30,1,1,2,ingangsDatum,DESC
RZ216185,30,1,1,6,ingangsDatum,DESC
RU125142,30,1,1,2,ingangsDatum,DESC
RZ215907,30,1,2,3,ingangsDatum,DESC
RO1021399,30,1,1,4,ingangsDatum,DESC
IC216342,30,1,1,4,ingangsDatum,DESC
IC258788,30,1,1,3,ingangsDatum,DESC
RT127058,30,1,1,6,ingangsDatum,DESC
IC296361,30,1,1,2,ingangsDatum,DESC
RQ849927,30,1,1,4,ingangsDatum,DESC
RY862592,30,1,1,1,ingangsDatum,DESC
RY903347,30,1,1,2,vervallen,ASC
RY327196,30,1,1,5,ingangsDatum,DESC
IC265066,30,1,1,6,ingangsDatum,DESC
IC296158,29,2,4,5,ingangsDatum,DESC
RY858835,29,2,3,3,documentOmschrijving,DESC
IC207146,29,1,1,2,ingangsDatum,DESC
IC259197,29,1,1,2,documentDateModified,DESC
IC160123,29,1,1,6,ingangsDatum,DESC
RO443792,29,1,1,2,ingangsDatum,DESC
RX253308,29,1,1,4,documentOmschrijving,ASC
RV508707,29,1,1,6,ingangsDatum,DESC
RP274834,29,1,1,3,ingangsDatum,DESC
IC220449,29,1,1,1,ingangsDatum,DESC
IC194895,29,1,1,4,ingangsDatum,DESC
IC260217,29,1,2,5,ingangsDatum,DESC
RV799466,29,1,2,2,ingangsDatum,ASC
IC258786,29,3,4,4,documentOmschrijving,ASC
RX442258,29,1,1,2,ingangsDatum,ASC
RY890736,29,1,1,1,ingangsDatum,DESC
RV648811,29,2,2,3,ingangsDatum,DESC
RX506641,29,1,1,3,ingangsDatum,DESC
UA009244,29,1,1,2,documentDateModified,ASC
IC277740,28,1,1,4,ingangsDatum,DESC
IC253791,28,1,1,5,ingangsDatum,DESC
RQ540559,28,1,1,3,ingangsDatum,DESC
RZ329452,28,1,1,1,ingangsDatum,DESC
RY991872,28,1,1,1,ingangsDatum,DESC
RY782003,28,1,1,5,ingangsDatum,DESC
RZ176490,28,4,7,4,ingangsDatum,ASC
IC284698,28,1,1,2,ingangsDatum,DESC
RY505838,28,1,1,2,ingangsDatum,DESC
RZ242263,28,1,1,4,ingangsDatum,DESC
RZ338943,28,1,1,1,ingangsDatum,DESC
RO970470,28,1,1,5,ingangsDatum,DESC
RX720076,28,1,1,1,ingangsDatum,DESC
IC242092,28,1,1,5,ingangsDatum,DESC
RO779984,28,2,4,5,ingangsDatum,DESC
RQ457002,28,1,1,2,ingangsDatum,DESC
IC294767,28,1,1,1,ingangsDatum,DESC
RQ117308,28,1,1,2,documentAnnotated,ASC
IC295519,28,1,1,5,ingangsDatum,DESC
RO485572,28,1,1,3,ingangsDatum,DESC
RV804959,28,1,1,6,ingangsDatum,DESC
RY965584,28,1,1,1,ingangsDatum,DESC
IC223334,28,1,1,3,ingangsDatum,DESC
RY858751,28,2,2,5,ingangsDatum,DESC
RQ515672,28,1,1,1,ingangsDatum,DESC
UA003375,28,1,1,3,ingangsDatum,DESC
IC177117,27,1,2,3,documentOmschrijving,ASC
RY1010843,27,1,1,4,ingangsDatum,DESC
RS468120,27,1,1,1,ingangsDatum,ASC
RX333656,27,1,1,3,ingangsDatum,DESC
RZ262611,27,1,1,2,ingangsDatum,DESC
RU523900,27,1,1,4,ingangsDatum,DESC
RY528621,27,1,1,6,ingangsDatum,DESC
RY496095,27,1,1,5,ingangsDatum,DESC
RS719535,27,1,1,2,ingangsDatum,DESC
RY376319,27,1,1,3,ingangsDatum,DESC
RZ314936,27,1,1,3,ingangsDatum,DESC
RX456816,27,2,3,4,ingangsDatum,DESC
IC292076,27,1,1,2,ingangsDatum,DESC
RO685344,27,1,1,4,ingangsDatum,DESC
RT448175,27,1,1,2,ingangsDatum,DESC
RZ179312,27,1,1,1,documentOmschrijving,ASC
RV741799,27,1,1,3,ingangsDatum,DESC
RP733149,27,1,1,2,ingangsDatum,DESC
RX784893,27,3,5,4,ingangsDatum,DESC
RW611550,27,1,1,4,ingangsDatum,DESC
RU416641,27,1,1,3,ingangsDatum,DESC
RY997259,27,1,1,3,ingangsDatum,DESC
RO681117,27,1,1,4,documentDateModified,DESC
RY1001683,27,1,1,3,ingangsDatum,DESC
RQ883092,27,1,1,1,documentOmschrijving,ASC
UA001863,27,1,1,3,ingangsDatum,DESC
IC112574,27,1,1,4,ingangsDatum,DESC
RU171418,27,1,1,1,ingangsDatum,DESC
RQ296022,27,2,3,5,documentDateModified,DESC
IC285456,26,1,1,2,ingangsDatum,DESC
RY940280,26,1,1,1,ingangsDatum,DESC
RV450332,26,1,1,2,ingangsDatum,ASC
RZ278014,26,2,2,4,documentOmschrijving,ASC
RZ252161,26,1,1,1,ingangsDatum,DESC
RT443990,26,1,1,5,documentOmschrijving,ASC
RX815092,26,2,3,4,documentDateModified,DESC
UA008171,26,1,1,3,ingangsDatum,DESC
RZ286085,26,1,1,3,ingangsDatum,DESC
RQ299005,26,1,1,3,ingangsDatum,ASC
IC231642,26,1,1,3,ingangsDatum,DESC
RP430855,26,1,1,2,ingangsDatum,ASC
UA005728,26,1,1,4,ingangsDatum,DESC
RQ579208,26,3,3,5,ingangsDatum,DESC
RZ308209,26,1,1,2,ingangsDatum,DESC
RZ324525,26,1,1,2,ingangsDatum,DESC
RY991138,26,1,1,4,ingangsDatum,DESC
RY992264,26,1,1,4,ingangsDatum,DESC
RT986224,26,1,1,5,ingangsDatum,DESC
RY871794,26,1,1,3,ingangsDatum,DESC
RZ283710,26,1,1,2,ingangsDatum,DESC
RZ173437,26,1,1,1,ingangsDatum,DESC
RY962693,26,1,1,2,ingangsDatum,DESC
IC282734,26,1,1,1,ingangsDatum,DESC
RW779518,26,1,1,4,documentOmschrijving,ASC
RY459855,26,1,1,6,documentDateModified,ASC
RZ181292,26,1,1,1,ingangsDatum,DESC
RY729497,26,2,3,2,ingangsDatum,DESC
RZ336745,26,1,1,5,ingangsDatum,DESC
RY554259,26,1,1,4,ingangsDatum,DESC
RX776985,25,1,1,3,ingangsDatum,DESC
RO488588,25,1,1,5,ingangsDatum,DESC
RY641846,25,1,1,4,documentDateModified,DESC
RZ108802,25,1,1,6,ingangsDatum,ASC
RZ314650,25,1,1,3,ingangsDatum,DESC
RX430049,25,2,4,4,ingangsDatum,DESC
RO219477,25,1,1,3,ingangsDatum,DESC
RW794045,25,2,2,1,ingangsDatum,DESC
RZ105956,25,1,2,6,ingangsDatum,ASC
UA008588,25,1,1,4,ingangsDatum,DESC
RY537714,25,2,3,6,ingangsDatum,DESC
IC134437,25,1,1,4,documentOmschrijving,ASC
RZ314486,25,1,2,4,ingangsDatum,DESC
IC231889,25,1,1,5,ingangsDatum,DESC
RY542460,25,1,1,5,ingangsDatum,DESC
UA009787,25,1,1,2,ingangsDatum,DESC
RZ338706,25,2,3,2,ingangsDatum,DESC
RO650063,25,1,1,1,ingangsDatum,DESC
RY954808,25,1,2,5,ingangsDatum,ASC
IC219355,25,1,1,4,ingangsDatum,DESC
IC251428,25,2,2,4,ingangsDatum,DESC
RZ139303,25,1,1,3,ingangsDatum,DESC
IC196498,25,1,1,4,ingangsDatum,DESC
RT1003783,25,1,1,4,ingangsDatum,DESC
RV438535,25,1,1,3,ingangsDatum,DESC
RX538909,25,1,1,6,afdeling,ASC
RX490599,25,1,1,5,ingangsDatum,DESC
RZ272232,25,1,1,3,ingangsDatum,DESC
RY709444,24,1,1,1,ingangsDatum,DESC
RX329895,24,1,1,4,ingangsDatum,DESC
RZ219449,24,1,1,1,ingangsDatum,DESC
RY704872,24,1,1,3,ingangsDatum,DESC
RZ282447,24,1,1,4,ingangsDatum,DESC
RO425686,24,1,1,2,ingangsDatum,DESC
RW783847,24,1,1,1,ingangsDatum,DESC
RY1003363,24,1,1,1,documentDateModified,ASC
IC295952,24,1,1,2,ingangsDatum,DESC
RY906605,24,1,1,2,ingangsDatum,DESC
RX593624,24,1,1,5,ingangsDatum,DESC
RY984800,24,1,1,2,ingangsDatum,DESC
RO287903,24,2,2,5,ingangsDatum,DESC
RY600894,24,1,1,5,documentDateModified,DESC
IC295570,24,1,1,4,ingangsDatum,DESC
RZ207249,24,1,1,2,ingangsDatum,DESC
RZ137661,24,1,1,4,ingangsDatum,DESC
IC297234,24,1,1,3,ingangsDatum,DESC
RX502615,24,1,1,4,ingangsDatum,DESC
RZ213724,24,1,1,3,ingangsDatum,DESC
RQ516830,24,1,1,1,ingangsDatum,DESC
RZ252890,24,1,1,3,documentAnnotated,ASC
RY616709,24,1,1,5,ingangsDatum,DESC
RZ305621,24,1,1,2,ingangsDatum,DESC
RS980957,24,1,1,1,ingangsDatum,DESC
RY493478,24,1,1,2,ingangsDatum,DESC
RQ946546,24,1,1,1,ingangsDatum,DESC
RX941097,24,1,1,4,ingangsDatum,ASC
RV922445,23,1,1,3,ingangsDatum,DESC
RY1004876,23,1,1,4,ingangsDatum,DESC
RX559870,23,1,1,3,documentDateModified,DESC
RY588080,23,1,1,3,documentOmschrijving,DESC
RW586901,23,1,1,3,documentDateModified,DESC
RV884186,23,1,1,2,ingangsDatum,DESC
RS637409,23,1,1,3,ingangsDatum,DESC
RO828508,23,1,1,2,ingangsDatum,DESC
RQ885976,23,1,1,1,ingangsDatum,DESC
RX277694,23,1,1,4,ingangsDatum,DESC
RX325332,23,1,1,2,ingangsDatum,DESC
RO364368,23,2,3,6,ingangsDatum,DESC
UA000980,23,1,1,2,ingangsDatum,DESC
RT418059,23,1,1,5,ingangsDatum,DESC
RZ279204,23,1,1,2,ingangsDatum,DESC
RY866785,23,1,1,2,ingangsDatum,DESC
RY1005641,23,1,1,1,ingangsDatum,DESC
IC284650,23,1,1,2,ingangsDatum,DESC
RQ500272,23,1,1,1,ingangsDatum,DESC
RW765467,23,1,1,3,ingangsDatum,DESC
RZ101349,23,1,1,2,ingangsDatum,DESC
RZ215990,23,1,1,4,ingangsDatum,DESC
IC292058,23,1,1,2,ingangsDatum,DESC
IC294448,23,2,2,1,ingangsDatum,DESC
RY904811,23,1,1,4,ingangsDatum,DESC
RY931005,23,1,1,2,ingangsDatum,DESC
UA006881,23,1,1,6,ingangsDatum,DESC
RO287783,23,1,1,2,ingangsDatum,DESC
RT187316,23,1,1,5,ingangsDatum,DESC
RY906059,23,1,1,6,ingangsDatum,DESC
IC221461,23,1,1,4,ingangsDatum,DESC
RY862427,23,1,2,5,ingangsDatum,DESC
RP227683,23,1,1,4,vervallen,ASC
IC240256,23,1,1,4,ingangsDatum,DESC
RZ246937,23,1,1,4,documentOmschrijving,ASC
RZ186987,23,1,1,2,ingangsDatum,DESC
RO679264,23,1,1,3,ingangsDatum,DESC
RZ338248,23,1,1,1,ingangsDatum,DESC
RX584941,23,1,1,2,ingangsDatum,DESC
RY667410,23,2,2,1,ingangsDatum,ASC
RW976692,23,1,1,4,ingangsDatum,DESC
IC282292,23,1,1,3,ingangsDatum,DESC
RO523829,23,5,7,4,documentAnnotated,DESC
RZ319835,23,1,1,4,ingangsDatum,DESC
RZ140011,22,1,1,3,ingangsDatum,DESC
RO632196,22,1,1,1,ingangsDatum,DESC
RV887289,22,1,1,3,ingangsDatum,DESC
RS833940,22,2,3,2,ingangsDatum,ASC
RP664662,22,1,1,1,geldigheidsdatum,ASC
IC191000,22,1,1,5,documentDateModified,DESC
UA000711,22,4,6,2,documentDispositionDate,DESC
RY1010570,22,1,1,4,ingangsDatum,DESC
RY464029,22,1,1,4,documentDateModified,DESC
IC209471,22,1,1,4,ingangsDatum,DESC
RX701193,22,1,1,2,ingangsDatum,DESC
UA004997,22,1,1,1,ingangsDatum,DESC
RZ274487,22,1,1,5,ingangsDatum,DESC
RQ487578,22,1,1,1,ingangsDatum,ASC
RZ179898,22,2,2,1,ingangsDatum,DESC
RO523770,22,1,1,5,ingangsDatum,DESC
RY826639,22,1,1,5,ingangsDatum,DESC
RY991180,22,1,1,2,ingangsDatum,DESC
RY239925,22,1,1,3,ingangsDatum,DESC
RY903328,22,1,2,2,ingangsDatum,DESC
RY868182,22,2,2,2,ingangsDatum,DESC
RY506329,22,1,2,3,ingangsDatum,DESC
RZ251009,22,1,1,3,ingangsDatum,DESC
RS644691,22,1,1,5,ingangsDatum,DESC
RP143561,22,1,1,2,ingangsDatum,DESC
RO733358,22,1,1,2,ingangsDatum,DESC
UA008446,22,1,1,2,ingangsDatum,DESC
IC122329,22,1,1,2,ingangsDatum,DESC
RZ316088,22,1,1,1,ingangsDatum,DESC
RZ352425,22,1,1,3,ingangsDatum,DESC
RY984801,22,1,1,6,ingangsDatum,DESC
RY303082,22,1,1,5,ingangsDatum,DESC
RY935204,22,1,1,1,ingangsDatum,ASC
RZ288168,22,1,1,2,ingangsDatum,DESC
RZ321559,22,1,1,4,bijzonder,ASC
IC108023,22,1,1,2,ingangsDatum,DESC
IC209472,22,1,1,3,ingangsDatum,DESC
IC275236,22,1,1,3,ingangsDatum,DESC
RY992543,22,1,1,3,ingangsDatum,DESC
RY1006890,22,1,1,4,ingangsDatum,DESC
RY1005611,22,3,3,4,ingangsDatum,DESC
RY655694,22,1,1,3,ingangsDatum,DESC
IC132439,22,1,1,4,ingangsDatum,DESC
RQ460619,22,1,1,1,ingangsDatum,DESC
RY990966,22,1,1,1,ingangsDatum,DESC
RQ117244,21,1,1,2,ingangsDatum,DESC
RY286518,21,1,1,3,ingangsDatum,DESC
RZ290749,21,1,1,1,ingangsDatum,DESC
RS495174,21,1,1,4,ingangsDatum,DESC
IC234175,21,2,3,3,ingangsDatum,DESC
RY1001896,21,1,1,1,ingangsDatum,DESC
RZ170376,21,1,2,4,ingangsDatum,DESC
IC137895,21,1,1,1,ingangsDatum,ASC
RQ493940,21,1,1,1,ingangsDatum,DESC
RY394738,21,1,1,4,ingangsDatum,DESC
UA001718,21,2,2,1,ingangsDatum,DESC
RW858447,21,1,1,4,ingangsDatum,DESC
RY496350,21,1,1,3,ingangsDatum,DESC
RZ243394,21,1,1,4,ingangsDatum,DESC
RO741556,21,1,1,3,ingangsDatum,DESC
RY1002948,21,1,1,1,ingangsDatum,DESC
RO480700,21,1,1,3,ingangsDatum,DESC
UA004512,21,1,1,2,ingangsDatum,DESC
RX490656,21,1,1,4,ingangsDatum,DESC
IC254822,21,1,1,2,ingangsDatum,DESC
RY984793,21,1,1,5,ingangsDatum,DESC
RT121111,21,1,1,1,ingangsDatum,DESC
RV789881,21,1,1,6,ingangsDatum,DESC
RO126441,21,1,1,2,ingangsDatum,DESC
RY616912,21,1,1,2,ingangsDatum,DESC
RV818598,21,1,1,1,documentOmschrijving,ASC
RX329559,21,1,1,6,ingangsDatum,DESC
RZ261924,21,1,1,3,ingangsDatum,DESC
RP717391,21,1,1,1,ingangsDatum,DESC
RZ174427,21,1,1,3,ingangsDatum,DESC
RY619572,21,1,1,2,ingangsDatum,DESC
RV656739,21,1,1,5,ingangsDatum,DESC
RT105262,21,1,1,4,ingangsDatum,DESC
RX880268,21,1,1,5,ingangsDatum,DESC
RW774222,21,1,1,1,documentOmschrijving,ASC
RX428831,21,1,1,2,ingangsDatum,DESC
RX369439,21,1,1,3,ingangsDatum,DESC
RQ491394,21,1,1,1,ingangsDatum,DESC
RY990410,21,1,1,2,ingangsDatum,DESC
RO650123,21,1,1,1,ingangsDatum,DESC
IC216627,21,1,1,3,ingangsDatum,DESC
RW886650,21,1,1,1,ingangsDatum,DESC
RO224390,21,1,1,5,ingangsDatum,DESC
RY601948,21,1,1,4,ingangsDatum,DESC
RY148668,21,1,1,1,documentDispositionDate,ASC
RT986219,21,1,2,4,ingangsDatum,DESC
RZ208880,21,1,1,3,ingangsDatum,DESC
RO729628,20,1,1,2,ingangsDatum,DESC
RY407235,20,1,1,3,ingangsDatum,DESC
IC292656,20,1,1,5,ingangsDatum,DESC
RX474916,20,1,1,3,ingangsDatum,DESC
RY909512,20,4,6,2,documentAnnotated,DESC
RQ393760,20,1,1,1,ingangsDatum,DESC
UA004663,20,1,1,1,ingangsDatum,DESC
RY950942,20,2,3,1,ingangsDatum,DESC
RW921851,20,1,1,5,ingangsDatum,DESC
RS742821,20,2,3,3,ingangsDatum,DESC
RY580724,20,1,1,3,ingangsDatum,DESC
RZ203523,20,1,1,2,ingangsDatum,DESC
RX266728,20,1,1,2,ingangsDatum,DESC
RY955941,20,1,1,1,ingangsDatum,DESC
RO812774,20,1,1,1,ingangsDatum,DESC
RY968329,20,1,1,1,ingangsDatum,DESC
RY583959,20,1,1,2,ingangsDatum,DESC
RU637105,20,1,1,3,ingangsDatum,DESC
RP119962,20,1,1,5,ingangsDatum,DESC
RY154121,20,1,1,5,ingangsDatum,DESC
RQ724947,20,1,1,1,ingangsDatum,DESC
RO337906,20,1,1,3,documentDateModified,DESC
RY908893,20,1,1,3,ingangsDatum,DESC
RO518962,20,1,1,3,ingangsDatum,DESC
RY530638,20,2,3,4,documentDateModified,DESC
RX388390,20,1,1,1,documentOmschrijving,ASC
RV600384,20,2,3,4,documentDateModified,DESC
RU688713,20,1,1,1,ingangsDatum,DESC
RZ286675,20,1,1,1,ingangsDatum,DESC
RY905669,20,1,1,2,ingangsDatum,DESC
RY868180,20,1,1,3,ingangsDatum,DESC
RZ138908,20,1,1,4,ingangsDatum,DESC
IC280147,20,1,1,2,ingangsDatum,DESC
RZ290047,20,1,1,4,ingangsDatum,DESC
RQ705677,20,1,1,2,ingangsDatum,DESC
RZ220594,20,1,1,3,ingangsDatum,DESC
RY647135,20,1,1,1,ingangsDatum,DESC
IC238734,20,1,1,1,ingangsDatum,DESC
RW940661,20,3,4,3,ingangsDatum,ASC
RY936446,20,1,1,1,ingangsDatum,DESC
RV785372,20,1,1,2,ingangsDatum,DESC
RY458694,20,1,1,2,ingangsDatum,DESC
RY984796,20,1,1,3,ingangsDatum,DESC
RY858778,20,1,1,6,ingangsDatum,DESC
RX295346,20,1,1,3,ingangsDatum,DESC
RQ565795,20,1,1,1,ingangsDatum,DESC
RX377426,20,1,1,4,ingangsDatum,DESC
RZ137930,20,1,1,2,ingangsDatum,DESC
RX290525,20,1,1,4,ingangsDatum,DESC
RY1012075,19,1,1,3,ingangsDatum,DESC
RY814806,19,1,1,1,ingangsDatum,DESC
RO128952,19,1,1,2,ingangsDatum,DESC
RY630787,19,1,1,4,ingangsDatum,ASC
RY709733,19,1,1,4,ingangsDatum,DESC
IC278664,19,1,1,1,ingangsDatum,DESC
RZ245769,19,1,1,2,ingangsDatum,DESC
RY743161,19,3,5,2,ingangsDatum,DESC
IC267484,19,1,2,4,ingangsDatum,DESC
RY689771,19,1,1,2,ingangsDatum,DESC
RO124236,19,1,1,1,ingangsDatum,DESC
RY527991,19,1,1,4,ingangsDatum,DESC
RY870748,19,1,1,2,ingangsDatum,DESC
RQ257570,19,1,1,3,ingangsDatum,DESC
RY415819,19,2,2,2,ingangsDatum,DESC
RO593814,19,1,1,1,ingangsDatum,DESC
IC293998,19,1,1,4,ingangsDatum,DESC
RX509655,19,1,1,4,ingangsDatum,DESC
RX111370,19,1,1,1,ingangsDatum,DESC
RY107652,19,1,1,3,ingangsDatum,DESC
RZ321656,19,1,1,2,ingangsDatum,DESC
RV659395,19,1,1,3,ingangsDatum,DESC
RX865381,19,1,1,4,ingangsDatum,DESC
RX484937,19,2,3,3,documentOmschrijving,ASC
RV503613,19,1,1,1,ingangsDatum,DESC
RS711038,19,1,1,3,ingangsDatum,DESC
IC208286,19,3,6,4,ingangsDatum,DESC
RS866156,19,2,3,3,ingangsDatum,DESC
RZ284711,19,1,1,1,ingangsDatum,DESC
RT1032116,19,1,1,2,ingangsDatum,DESC
RZ185731,19,2,3,2,ingangsDatum,DESC
RX584940,19,1,2,5,ingangsDatum,ASC
RY753296,19,1,1,1,ingangsDatum,DESC
RV842606,19,1,1,3,ingangsDatum,DESC
RZ326490,19,1,1,1,ingangsDatum,DESC
RW620872,19,1,1,1,ingangsDatum,DESC
RY997000,19,1,1,4,ingangsDatum,DESC
RY701454,19,1,2,3,ingangsDatum,DESC
RZ333964,19,1,1,5,ingangsDatum,DESC
RZ306699,19,1,1,2,ingangsDatum,DESC
RX433043,19,1,1,3,ingangsDatum,DESC
RX666973,19,1,1,3,ingangsDatum,DESC
RY944399,19,1,1,2,ingangsDatum,DESC
RW577555,19,1,1,3,ingangsDatum,DESC
RY932141,19,1,1,1,ingangsDatum,DESC
RY967936,19,1,1,3,ingangsDatum,DESC
RY942865,18,1,1,4,ingangsDatum,DESC
RZ262866,18,1,1,5,ingangsDatum,DESC
IC250523,18,1,2,2,documentOmschrijving,DESC
RW878247,18,2,2,1,ingangsDatum,DESC
RZ305613,18,1,2,2,ingangsDatum,DESC
RY534099,18,1,1,3,ingangsDatum,DESC
RY701447,18,1,1,3,ingangsDatum,DESC
RY994184,18,1,1,3,ingangsDatum,DESC
IC269962,18,1,1,4,ingangsDatum,DESC
RX303349,18,1,1,3,ingangsDatum,ASC
RX334158,18,1,1,3,ingangsDatum,DESC
IC108019,18,1,1,4,documentDateModified,DESC
RZ261720,18,1,1,2,ingangsDatum,DESC
RY1001925,18,1,1,2,ingangsDatum,DESC
RY862437,18,1,1,4,ingangsDatum,DESC
RZ293339,18,1,1,3,ingangsDatum,DESC
RS973719,18,1,2,1,ingangsDatum,DESC
IC265033,18,1,1,5,ingangsDatum,DESC
RO518547,18,1,1,6,ingangsDatum,DESC
IC266057,18,1,2,3,ingangsDatum,ASC
RY962610,18,1,1,1,ingangsDatum,DESC
RY730793,18,1,1,2,ingangsDatum,DESC
IC204035,18,1,1,2,ingangsDatum,DESC
RX702166,18,1,1,6,ingangsDatum,DESC
UA009422,18,2,3,3,vervallen,ASC
RO392392,18,1,1,1,ingangsDatum,DESC
RZ313931,18,1,1,3,ingangsDatum,DESC
RO435523,18,1,1,1,ingangsDatum,DESC
RY963879,18,1,1,1,ingangsDatum,DESC
RY944246,18,1,1,2,ingangsDatum,DESC
IC257468,18,1,1,4,ingangsDatum,DESC
RV747194,18,1,1,5,ingangsDatum,DESC
IC289596,18,1,1,4,ingangsDatum,DESC
UA010147,18,1,1,1,ingangsDatum,DESC
RX318084,18,1,1,2,ingangsDatum,DESC
RZ299728,18,1,1,2,ingangsDatum,DESC
RZ223631,18,2,3,6,ingangsDatum,DESC
IC280334,18,1,1,4,ingangsDatum,DESC
IC132360,18,1,1,4,ingangsDatum,DESC
RZ224458,18,3,5,3,ingangsDatum,DESC
RO216532,18,1,1,3,ingangsDatum,DESC
RX927982,18,1,1,3,ingangsDatum,DESC
RX730527,18,1,1,5,ingangsDatum,DESC
RZ326721,18,1,1,1,ingangsDatum,DESC
RZ279356,18,3,5,4,ingangsDatum,DESC
RY962697,18,1,1,3,ingangsDatum,DESC
IC258452,18,1,1,1,ingangsDatum,DESC
RY243031,18,1,1,1,ingangsDatum,DESC
RX540946,18,1,1,1,ingangsDatum,DESC
RQ485587,18,1,1,1,ingangsDatum,DESC
RW210408,18,1,1,3,documentDateModified,DESC
RT368917,18,1,1,2,ingangsDatum,DESC
UA008181,18,1,1,2,ingangsDatum,DESC
RY871642,18,1,1,3,ingangsDatum,DESC
RY1006892,18,1,1,3,ingangsDatum,DESC
RW760754,17,1,1,3,ingangsDatum,DESC
RP482981,17,1,1,2,ingangsDatum,DESC
RX329527,17,2,3,1,ingangsDatum,DESC
RY867827,17,1,1,5,ingangsDatum,DESC
RY549386,17,1,1,1,ingangsDatum,DESC
RZ287644,17,1,1,1,ingangsDatum,DESC
RO135519,17,1,1,1,ingangsDatum,DESC
RT168561,17,2,2,2,documentOmschrijving,ASC
RT455534,17,1,1,2,ingangsDatum,DESC
RZ354385,17,1,1,1,ingangsDatum,DESC
RO514177,17,1,1,1,ingangsDatum,DESC
RP235969,17,1,1,1,ingangsDatum,DESC
RX915459,17,1,1,2,ingangsDatum,DESC
RU698332,17,1,1,6,documentDateModified,DESC
RZ169655,17,1,1,1,documentOmschrijving,ASC
RS830709,17,1,1,3,ingangsDatum,DESC
RT243296,17,1,1,3,ingangsDatum,DESC
UA010069,17,1,1,4,ingangsDatum,DESC
RZ314840,17,1,1,2,ingangsDatum,DESC
RO987604,17,1,1,3,ingangsDatum,DESC
RY233717,17,1,1,3,ingangsDatum,ASC
RX413049,17,1,1,1,ingangsDatum,DESC
RX762930,17,1,1,2,ingangsDatum,DESC
RV356600,17,1,1,1,ingangsDatum,DESC
RZ317550,17,1,1,2,ingangsDatum,DESC
RZ358807,17,1,1,1,ingangsDatum,DESC
RQ524519,17,1,1,1,ingangsDatum,DESC
RX561340,17,1,1,2,ingangsDatum,ASC
RX366591,17,1,1,1,ingangsDatum,DESC
RZ275283,17,1,1,2,ingangsDatum,DESC
RT456070,17,1,1,2,documentDateModified,DESC
RX810293,17,1,1,2,ingangsDatum,DESC
RQ836052,17,1,1,1,ingangsDatum,DESC
RX248761,17,1,1,1,ingangsDatum,DESC
RW654590,17,1,1,2,ingangsDatum,DESC
UA005490,17,1,1,4,documentDateModified,DESC
RY685240,17,1,1,3,ingangsDatum,DESC
RY903861,17,2,3,6,ingangsDatum,DESC
RY737117,17,1,1,1,ingangsDatum,DESC
RV356225,17,1,1,4,ingangsDatum,DESC
RX436521,17,1,1,3,ingangsDatum,DESC
RW102853,17,2,3,1,ingangsDatum,DESC
IC204142,17,1,1,2,ingangsDatum,DESC
IC261879,17,1,1,3,ingangsDatum,DESC
RX516363,17,1,1,1,ingangsDatum,DESC
RY988965,17,1,1,2,ingangsDatum,DESC
RY908436,17,1,1,3,ingangsDatum,DESC
RY200599,17,1,1,5,ingangsDatum,DESC
RY951623,17,1,1,1,ingangsDatum,DESC
IC284958,17,1,1,3,ingangsDatum,DESC
RQ370903,17,1,1,1,ingangsDatum,DESC
RY857098,17,2,2,1,documentOmschrijving,ASC
UA008466,17,1,1,3,ingangsDatum,DESC
RO989086,17,1,1,2,ingangsDatum,DESC
RY620852,17,2,2,1,documentOmschrijving,ASC
RY400982,17,1,1,3,ingangsDatum,DESC
RZ325537,16,1,1,2,ingangsDatum,DESC
IC279742,16,1,1,3,ingangsDatum,DESC
RW816215,16,1,2,2,ingangsDatum,DESC
RO370143,16,1,1,2,ingangsDatum,DESC
RZ299672,16,1,1,1,ingangsDatum,DESC
RP826960,16,1,1,3,documentOmschrijving,ASC
RY787345,16,1,1,2,ingangsDatum,DESC
RY896529,16,1,1,2,documentOmschrijving,ASC
RZ288141,16,1,1,2,ingangsDatum,DESC
RP643204,16,1,1,3,ingangsDatum,DESC
RO536145,16,1,1,3,documentOmschrijving,DESC
RY827969,16,1,1,1,ingangsDatum,DESC
RW902359,16,1,1,3,documentAnnotated,ASC
RX509200,16,1,1,1,ingangsDatum,DESC
RX938614,16,1,1,1,ingangsDatum,DESC
RX329844,16,1,1,2,ingangsDatum,DESC
RZ300041,16,1,1,3,ingangsDatum,DESC
RY584142,16,1,1,1,ingangsDatum,DESC
RX480311,16,1,1,3,ingangsDatum,DESC
RY137793,16,1,1,1,ingangsDatum,ASC
RX356257,16,1,1,2,ingangsDatum,DESC
UA006666,16,1,2,1,ingangsDatum,ASC
RZ141554,16,1,1,1,ingangsDatum,ASC
RY528622,16,1,1,1,ingangsDatum,DESC
RW847754,16,1,1,1,ingangsDatum,DESC
RX587664,16,1,1,5,ingangsDatum,ASC
RZ208418,16,1,1,4,ingangsDatum,DESC
RO214361,16,1,1,3,ingangsDatum,DESC
RW102786,16,1,1,3,ingangsDatum,DESC
RV608478,16,1,1,3,ingangsDatum,DESC
