user,total_base_activations,employees_activations,documents_activations,import_activations,reports_activations,management_activations,unique_employee_panels_opened,max_concurrent_employee_panels,employee_panel_switches,has_switched_employee_panels
RO354232,70,70,0,0,0,0,31,5,5,True
RO355205,5,5,0,0,0,0,2,2,0,False
RO360516,2,2,0,0,0,0,2,2,0,False
RO362902,3,3,0,0,0,0,2,2,0,False
RO364368,53,50,3,0,0,0,28,5,2,True
RO364401,5,5,0,0,0,0,4,3,0,False
RO364522,35,35,0,0,0,0,18,5,0,False
RO367724,74,73,1,0,0,0,47,1,0,False
RO373082,1,1,0,0,0,0,1,1,0,False
RO381326,3,3,0,0,0,0,0,0,0,False
RO389255,11,11,0,0,0,0,6,1,0,False
RO389284,2,2,0,0,0,0,1,1,0,False
RO392405,1,1,0,0,0,0,0,0,0,False
RO393597,13,13,0,0,0,0,8,1,0,False
RO394363,1,1,0,0,0,0,1,1,0,False
RO394897,14,14,0,0,0,0,7,5,0,False
RO395056,5,5,0,0,0,0,0,0,0,False
RO396929,8,8,0,0,0,0,7,2,0,False
RO397032,5,5,0,0,0,0,4,3,0,False
RO397487,43,43,0,0,0,0,30,2,0,False
RO398263,34,34,0,0,0,0,27,3,0,False
RO398329,50,49,1,0,0,0,29,5,2,True
RO406934,5,5,0,0,0,0,2,2,0,False
RO435462,3,3,0,0,0,0,3,2,0,False
RO438993,5,5,0,0,0,0,3,2,0,False
RO444526,1,1,0,0,0,0,0,0,0,False
RO463032,9,9,0,0,0,0,6,5,0,False
RO480700,11,11,0,0,0,0,6,3,0,False
RO484653,5,5,0,0,0,0,3,3,0,False
RO488544,4,4,0,0,0,0,2,2,0,False
RO488558,21,21,0,0,0,0,16,5,0,False
RO488577,12,12,0,0,0,0,7,2,0,False
RO488588,97,97,0,0,0,0,62,5,1,True
RO496362,28,28,0,0,0,0,7,5,1,True
RO500397,3,3,0,0,0,0,1,1,0,False
RO504794,22,22,0,0,0,0,11,3,0,False
RO513168,58,51,3,4,0,0,30,4,0,False
RO513170,14,14,0,0,0,0,11,2,0,False
RO516947,5,5,0,0,0,0,3,1,0,False
RO517058,4,4,0,0,0,0,3,2,0,False
RO517868,5,5,0,0,0,0,3,2,0,False
RO517885,6,6,0,0,0,0,4,4,0,False
RO518153,10,10,0,0,0,0,4,2,0,False
RO518429,269,269,0,0,0,0,64,5,0,False
RO518547,22,22,0,0,0,0,13,5,0,False
RO518717,15,15,0,0,0,0,1,1,0,False
RO518747,34,34,0,0,0,0,23,1,0,False
RO518903,2,2,0,0,0,0,1,1,0,False
RO518911,2,2,0,0,0,0,2,2,0,False
RO519022,4,4,0,0,0,0,1,1,0,False
RO519141,1,1,0,0,0,0,1,1,0,False
RO519430,20,20,0,0,0,0,5,5,1,True
RO519804,67,66,1,0,0,0,38,5,1,True
RO520523,36,32,4,0,0,0,17,5,0,False
RO522721,92,91,1,0,0,0,50,5,4,True
RO523562,35,35,0,0,0,0,17,3,0,False
RO523714,2,2,0,0,0,0,1,1,0,False
RO523801,57,49,3,5,0,0,29,5,5,True
RO523829,29,25,4,0,0,0,14,5,2,True
RO523843,16,16,0,0,0,0,10,5,1,True
RO525862,8,7,1,0,0,0,4,4,0,False
RO526191,35,35,0,0,0,0,18,5,0,False
RO526256,2,2,0,0,0,0,2,2,0,False
RO533544,5,5,0,0,0,0,4,4,1,True
RO535754,57,57,0,0,0,0,29,3,0,False
RO536045,5,5,0,0,0,0,0,0,0,False
RO536473,53,53,0,0,0,0,30,3,0,False
RO551130,2,2,0,0,0,0,2,2,0,False
RO551478,3,3,0,0,0,0,1,1,0,False
RO584487,5,5,0,0,0,0,3,3,0,False
RO591269,2,2,0,0,0,0,2,2,0,False
RO593161,1,1,0,0,0,0,1,1,0,False
RO593550,1,1,0,0,0,0,1,1,0,False
RO593776,1,1,0,0,0,0,1,1,0,False
RO598082,1,1,0,0,0,0,1,1,0,False
RO598147,1,1,0,0,0,0,1,1,0,False
RO603554,83,82,1,0,0,0,62,5,1,True
RO603627,290,290,0,0,0,0,98,5,0,False
RO608063,2,2,0,0,0,0,0,0,0,False
RO614718,1,1,0,0,0,0,1,1,0,False
RO623535,11,11,0,0,0,0,4,4,1,True
RO626597,18,18,0,0,0,0,8,1,0,False
RO626997,4,3,1,0,0,0,2,2,0,False
RO632349,5,5,0,0,0,0,3,3,0,False
RO632674,2,2,0,0,0,0,1,1,0,False
RO644257,165,165,0,0,0,0,110,1,0,False
RO645326,1,1,0,0,0,0,1,1,0,False
RO650132,1,1,0,0,0,0,1,1,0,False
RO650182,4,4,0,0,0,0,2,2,0,False
RO650844,54,54,0,0,0,0,21,3,0,False
RO654379,125,125,0,0,0,0,82,4,0,False
RO654397,131,131,0,0,0,0,99,5,0,False
RO654456,3,3,0,0,0,0,1,1,0,False
RO662650,55,55,0,0,0,0,32,5,3,True
RO681128,109,109,0,0,0,0,89,5,1,True
RO682791,8,8,0,0,0,0,4,1,0,False
RO683154,7,7,0,0,0,0,3,2,0,False
RO685344,40,40,0,0,0,0,18,5,1,True
RO685688,7,7,0,0,0,0,2,2,0,False
RO685964,17,17,0,0,0,0,5,2,0,False
RO686324,4,4,0,0,0,0,1,1,0,False
RO686797,15,15,0,0,0,0,9,3,0,False
RO690951,5,5,0,0,0,0,1,1,0,False
RO692957,1,1,0,0,0,0,1,1,0,False
RO694333,1,1,0,0,0,0,1,1,0,False
RO694652,12,12,0,0,0,0,7,5,0,False
RO704756,4,4,0,0,0,0,0,0,0,False
RO704848,10,10,0,0,0,0,2,2,0,False
RO706343,212,212,0,0,0,0,159,5,1,True
RO706510,33,33,0,0,0,0,19,5,0,False
RO707200,9,9,0,0,0,0,5,5,1,True
RO712060,6,6,0,0,0,0,5,4,0,False
RO712656,18,18,0,0,0,0,9,5,0,False
RO715984,7,7,0,0,0,0,6,5,0,False
RO715986,2,2,0,0,0,0,2,2,0,False
RO716618,33,33,0,0,0,0,13,5,2,True
RO728943,132,132,0,0,0,0,105,5,0,False
RO729800,2,2,0,0,0,0,2,2,0,False
RO730035,9,9,0,0,0,0,3,3,2,True
RO730053,5,5,0,0,0,0,1,1,0,False
RO731294,2,2,0,0,0,0,2,2,0,False
RO733233,34,34,0,0,0,0,6,3,0,False
RO734080,5,5,0,0,0,0,4,2,0,False
RO737438,47,47,0,0,0,0,25,5,5,True
RO738247,6,6,0,0,0,0,1,1,0,False
RO738275,12,12,0,0,0,0,4,3,0,False
RO741556,16,16,0,0,0,0,6,5,5,True
RO746263,23,22,1,0,0,0,12,5,2,True
RO756902,4,4,0,0,0,0,2,2,0,False
RO777950,3,3,0,0,0,0,1,1,0,False
RO797171,2,2,0,0,0,0,1,1,0,False
RO798921,6,6,0,0,0,0,4,4,0,False
RO811584,9,8,1,0,0,0,4,4,0,False
RO813218,13,13,0,0,0,0,2,2,0,False
RO828667,3,3,0,0,0,0,3,3,0,False
RO832375,5,5,0,0,0,0,2,2,0,False
RO847424,4,4,0,0,0,0,3,3,0,False
RO857739,22,22,0,0,0,0,8,3,0,False
RO857996,14,14,0,0,0,0,8,5,0,False
RO858623,10,10,0,0,0,0,8,5,0,False
RO858855,7,7,0,0,0,0,4,4,0,False
RO864156,63,63,0,0,0,0,51,5,0,False
RO864677,7,7,0,0,0,0,3,3,1,True
RO865330,3,3,0,0,0,0,2,2,1,True
RO868946,69,69,0,0,0,0,39,5,1,True
RO895247,7,7,0,0,0,0,3,3,0,False
RO895935,454,454,0,0,0,0,123,3,0,False
RO915770,1,1,0,0,0,0,1,1,0,False
RO939176,1,1,0,0,0,0,0,0,0,False
RO943446,21,21,0,0,0,0,1,1,0,False
RO943571,4,4,0,0,0,0,1,1,0,False
RO943998,5,5,0,0,0,0,2,2,0,False
RO944558,2,2,0,0,0,0,1,1,0,False
RO944709,2,2,0,0,0,0,1,1,0,False
RO944848,11,11,0,0,0,0,7,5,0,False
RO945231,369,368,1,0,0,0,212,5,3,True
RO945619,18,18,0,0,0,0,7,5,0,False
RO947092,16,16,0,0,0,0,6,4,1,True
RO947812,6,6,0,0,0,0,2,2,0,False
RO947859,15,15,0,0,0,0,7,5,2,True
RO948171,3,3,0,0,0,0,2,2,0,False
RO963476,35,35,0,0,0,0,22,4,0,False
RO974377,2,2,0,0,0,0,0,0,0,False
RO974570,2,2,0,0,0,0,2,2,0,False
RO974614,14,14,0,0,0,0,7,3,0,False
RO974759,26,26,0,0,0,0,20,5,0,False
RO974896,8,8,0,0,0,0,2,2,0,False
RO975253,5,5,0,0,0,0,4,4,0,False
RO982156,17,17,0,0,0,0,10,5,1,True
RO982452,4,4,0,0,0,0,2,2,0,False
RO984300,8,8,0,0,0,0,6,5,0,False
RO985662,3,3,0,0,0,0,0,0,0,False
RO985855,2,2,0,0,0,0,2,2,0,False
RO987915,4,4,0,0,0,0,2,2,2,True
RO988122,2,2,0,0,0,0,2,2,0,False
RO991122,9,9,0,0,0,0,7,5,1,True
RO991489,11,11,0,0,0,0,2,2,0,False
RO992357,11,11,0,0,0,0,7,5,0,False
RP103973,1,1,0,0,0,0,0,0,0,False
RP105054,1,1,0,0,0,0,0,0,0,False
RP105148,5,5,0,0,0,0,2,2,0,False
RP119159,11,11,0,0,0,0,7,4,0,False
RP119375,6,6,0,0,0,0,3,3,1,True
RP119623,2,2,0,0,0,0,1,1,0,False
RP120188,25,25,0,0,0,0,14,5,0,False
RP131102,2,2,0,0,0,0,2,2,0,False
RP131287,10,10,0,0,0,0,3,3,0,False
RP131575,11,11,0,0,0,0,7,5,0,False
RP132774,6,6,0,0,0,0,0,0,0,False
RP133835,4,4,0,0,0,0,2,1,0,False
RP135904,1,1,0,0,0,0,1,1,0,False
RP136161,15,15,0,0,0,0,9,5,0,False
RP136305,4,4,0,0,0,0,3,2,0,False
RP136345,11,11,0,0,0,0,5,2,0,False
RP137108,5,5,0,0,0,0,4,4,0,False
RP143561,36,36,0,0,0,0,31,2,0,False
RP150979,2,2,0,0,0,0,2,2,0,False
RP152718,10,10,0,0,0,0,4,4,1,True
RP153109,1,1,0,0,0,0,0,0,0,False
RP153299,3,3,0,0,0,0,3,2,0,False
RP153490,10,10,0,0,0,0,5,2,0,False
RP157921,15,15,0,0,0,0,8,5,0,False
RP158723,3,3,0,0,0,0,1,1,0,False
RP160549,2,2,0,0,0,0,2,2,0,False
RP160708,3,3,0,0,0,0,1,1,0,False
RP161089,14,14,0,0,0,0,5,5,0,False
RP190893,1,1,0,0,0,0,1,1,0,False
RP193647,39,39,0,0,0,0,24,5,0,False
RP208704,5,5,0,0,0,0,3,3,0,False
RP212245,16,16,0,0,0,0,7,5,1,True
RP212376,6,6,0,0,0,0,1,1,0,False
RP213038,177,177,0,0,0,0,145,3,0,False
RP213196,10,10,0,0,0,0,4,1,0,False
RP213416,1,1,0,0,0,0,0,0,0,False
RP227683,39,39,0,0,0,0,23,5,0,False
RP232221,13,12,1,0,0,0,2,2,0,False
RP232604,12,12,0,0,0,0,3,3,0,False
RP237916,2,2,0,0,0,0,1,1,0,False
RP238095,1,1,0,0,0,0,1,1,0,False
RP238184,34,33,1,0,0,0,16,5,0,False
RP238214,9,9,0,0,0,0,6,5,0,False
RP238271,2,2,0,0,0,0,1,1,0,False
RP238320,28,28,0,0,0,0,16,4,1,True
RP274677,5,5,0,0,0,0,4,3,0,False
RP287884,4,4,0,0,0,0,1,1,0,False
RP289136,9,9,0,0,0,0,5,5,1,True
RP289340,3,3,0,0,0,0,3,3,0,False
RP310351,4,4,0,0,0,0,3,2,0,False
RP310446,1,1,0,0,0,0,1,1,0,False
RP311437,4,4,0,0,0,0,0,0,0,False
RP315636,7,7,0,0,0,0,6,2,0,False
RP336956,8,8,0,0,0,0,2,2,0,False
RP339388,3,2,1,0,0,0,1,1,0,False
RP339453,10,10,0,0,0,0,4,4,0,False
RP340527,7,7,0,0,0,0,2,2,0,False
RP341036,1,1,0,0,0,0,0,0,0,False
RP365921,1,1,0,0,0,0,1,1,0,False
RP369652,5,5,0,0,0,0,2,2,0,False
RP378571,13,13,0,0,0,0,1,1,0,False
RP378961,32,32,0,0,0,0,5,4,4,True
RP385289,13,13,0,0,0,0,8,5,0,False
RP385567,51,51,0,0,0,0,25,2,0,False
RP385775,2,2,0,0,0,0,1,1,0,False
RP398284,11,10,1,0,0,0,7,5,0,False
RP398448,2,2,0,0,0,0,1,1,0,False
RP398484,50,50,0,0,0,0,34,5,3,True
RP400645,1,1,0,0,0,0,0,0,0,False
RP400954,2,2,0,0,0,0,1,1,0,False
RP401323,19,19,0,0,0,0,9,2,0,False
RP401704,50,49,1,0,0,0,35,1,0,False
RP402069,34,34,0,0,0,0,26,5,2,True
RP407654,4,4,0,0,0,0,2,2,0,False
RP416165,223,223,0,0,0,0,213,5,0,False
RP428847,3,3,0,0,0,0,2,1,0,False
RP432379,1,1,0,0,0,0,0,0,0,False
RP434329,16,16,0,0,0,0,8,5,0,False
RP452277,2,2,0,0,0,0,1,1,0,False
RP475078,6,6,0,0,0,0,6,5,0,False
RP482603,109,109,0,0,0,0,33,5,2,True
RP482811,135,128,7,0,0,0,54,5,0,False
RP482981,11,11,0,0,0,0,6,4,0,False
RP528345,7,7,0,0,0,0,6,5,0,False
RP529201,6,6,0,0,0,0,3,3,0,False
RP530657,93,93,0,0,0,0,34,5,1,True
RP547732,3,3,0,0,0,0,2,2,0,False
RP555620,54,54,0,0,0,0,35,5,0,False
RP581823,89,84,1,4,0,0,59,5,2,True
RP624857,6,6,0,0,0,0,3,3,0,False
RP630531,15,15,0,0,0,0,6,5,0,False
RP643204,9,9,0,0,0,0,7,2,0,False
RP672037,5,5,0,0,0,0,1,1,0,False
RP703559,6,6,0,0,0,0,4,2,0,False
RP731940,5,5,0,0,0,0,3,3,0,False
RP733149,7,7,0,0,0,0,3,2,0,False
RP740280,22,22,0,0,0,0,15,5,0,False
RP767756,12,12,0,0,0,0,7,4,0,False
RP767758,7,7,0,0,0,0,5,5,0,False
RP774356,11,11,0,0,0,0,5,3,0,False
RP774495,12,12,0,0,0,0,10,5,0,False
RP782779,19,19,0,0,0,0,5,4,0,False
RP783161,4,4,0,0,0,0,3,3,0,False
RP783440,7,7,0,0,0,0,4,4,0,False
RP783727,1,1,0,0,0,0,0,0,0,False
RP786763,21,6,3,1,4,7,1,1,0,False
RP786853,5,5,0,0,0,0,0,0,0,False
RP791692,6,6,0,0,0,0,4,3,1,True
RP794253,2,2,0,0,0,0,1,1,0,False
RP808608,20,20,0,0,0,0,10,5,0,False
RP808614,3,3,0,0,0,0,2,2,0,False
RP808728,13,13,0,0,0,0,8,5,0,False
RP816319,33,32,1,0,0,0,9,5,1,True
RP819446,1,1,0,0,0,0,0,0,0,False
RP822142,45,44,0,0,0,1,37,5,1,True
RP828234,3,3,0,0,0,0,2,2,0,False
RP830570,63,63,0,0,0,0,44,5,4,True
RP881749,1,1,0,0,0,0,0,0,0,False
RP885849,17,17,0,0,0,0,9,2,0,False
RP902256,11,11,0,0,0,0,7,5,1,True
RP903714,11,11,0,0,0,0,4,4,0,False
RP910086,3,3,0,0,0,0,1,1,0,False
RP918167,8,8,0,0,0,0,6,4,0,False
RP926367,8,6,2,0,0,0,1,1,0,False
RP930134,1,1,0,0,0,0,1,1,0,False
RP940521,45,44,1,0,0,0,37,4,0,False
RP940690,15,15,0,0,0,0,11,5,0,False
RQ101621,3,3,0,0,0,0,1,1,0,False
RQ115858,11,11,0,0,0,0,6,3,0,False
RQ117166,44,44,0,0,0,0,19,5,3,True
RQ117748,3,3,0,0,0,0,2,2,0,False
RQ118190,15,15,0,0,0,0,14,5,0,False
RQ118216,1,1,0,0,0,0,1,1,0,False
RQ118228,2,2,0,0,0,0,1,1,0,False
RQ118541,5,5,0,0,0,0,4,4,0,False
RQ121168,21,21,0,0,0,0,11,5,0,False
RQ121201,5,5,0,0,0,0,3,3,1,True
RQ122122,95,94,1,0,0,0,43,5,0,False
RQ130919,11,10,0,1,0,0,6,5,0,False
RQ134058,3,3,0,0,0,0,1,1,0,False
RQ147863,99,99,0,0,0,0,72,5,6,True
RQ149944,3,3,0,0,0,0,3,3,0,False
RQ151659,1,1,0,0,0,0,1,1,0,False
RQ158466,11,11,0,0,0,0,3,1,0,False
RQ163791,7,7,0,0,0,0,2,2,0,False
RQ240014,1,1,0,0,0,0,1,1,0,False
RQ242817,10,10,0,0,0,0,9,5,0,False
RQ249276,7,7,0,0,0,0,6,5,0,False
RQ259044,4,4,0,0,0,0,2,2,1,True
RQ264105,1,1,0,0,0,0,0,0,0,False
RQ274899,1,1,0,0,0,0,0,0,0,False
RQ278371,7,7,0,0,0,0,5,5,0,False
RQ278449,5,5,0,0,0,0,3,2,0,False
RQ297099,1,1,0,0,0,0,1,1,0,False
RQ297978,1,1,0,0,0,0,1,1,0,False
RQ298676,10,10,0,0,0,0,5,3,0,False
RQ331369,1,1,0,0,0,0,1,1,0,False
RQ340286,1,1,0,0,0,0,1,1,0,False
RQ340320,2,2,0,0,0,0,1,1,0,False
RQ345507,20,20,0,0,0,0,11,5,0,False
RQ346307,179,179,0,0,0,0,122,5,14,True
RQ347333,13,13,0,0,0,0,10,5,0,False
RQ347557,12,12,0,0,0,0,9,3,1,True
RQ389513,4,4,0,0,0,0,2,2,0,False
RQ390105,2,2,0,0,0,0,1,1,0,False
RQ393760,4,4,0,0,0,0,3,3,1,True
RQ404484,63,63,0,0,0,0,47,2,0,False
RQ411322,1,1,0,0,0,0,1,1,0,False
RQ413816,32,32,0,0,0,0,21,5,1,True
RQ413914,6,6,0,0,0,0,2,2,0,False
RQ423463,4,4,0,0,0,0,1,1,0,False
RQ441212,2,2,0,0,0,0,0,0,0,False
RQ441237,3,3,0,0,0,0,1,1,0,False
RQ456442,3,3,0,0,0,0,2,1,0,False
RQ456529,14,14,0,0,0,0,8,5,3,True
RQ457185,1,1,0,0,0,0,1,1,0,False
RQ457473,2,2,0,0,0,0,1,1,0,False
RQ457675,9,9,0,0,0,0,3,3,0,False
RQ459095,2,2,0,0,0,0,1,1,0,False
RQ461354,5,5,0,0,0,0,3,3,0,False
RQ461852,5,5,0,0,0,0,2,2,0,False
RQ462490,3,3,0,0,0,0,1,1,0,False
RQ464881,4,4,0,0,0,0,2,2,0,False
RQ465580,7,7,0,0,0,0,1,1,0,False
RQ470019,6,6,0,0,0,0,4,4,0,False
RQ470030,1,1,0,0,0,0,1,1,0,False
RQ471216,2,2,0,0,0,0,1,1,0,False
RQ471426,7,7,0,0,0,0,2,1,0,False
RQ472394,5,5,0,0,0,0,4,3,0,False
RQ472885,5,5,0,0,0,0,1,1,0,False
RQ474035,7,7,0,0,0,0,4,4,1,True
RQ474128,1,1,0,0,0,0,0,0,0,False
RQ474489,4,4,0,0,0,0,2,2,0,False
RQ478069,6,6,0,0,0,0,4,1,0,False
RQ479220,1,1,0,0,0,0,1,1,0,False
RQ479235,5,5,0,0,0,0,4,4,0,False
RQ480137,7,7,0,0,0,0,2,1,0,False
RQ483988,1,1,0,0,0,0,1,1,0,False
RQ484411,5,5,0,0,0,0,3,2,0,False
RQ485864,5,5,0,0,0,0,4,4,1,True
RQ486295,2,2,0,0,0,0,1,1,0,False
RQ487578,7,7,0,0,0,0,2,1,0,False
RQ487665,2,2,0,0,0,0,1,1,0,False
RQ489394,2,2,0,0,0,0,2,2,0,False
RQ489395,2,2,0,0,0,0,1,1,0,False
RQ490081,20,20,0,0,0,0,14,2,0,False
RQ490926,20,20,0,0,0,0,8,5,1,True
RQ491058,2,2,0,0,0,0,2,2,0,False
RQ491710,9,9,0,0,0,0,4,4,0,False
RQ492494,6,6,0,0,0,0,4,4,0,False
RQ492602,1,1,0,0,0,0,0,0,0,False
RQ492924,4,4,0,0,0,0,1,1,0,False
RQ493461,3,3,0,0,0,0,1,1,0,False
RQ493940,36,36,0,0,0,0,19,5,3,True
RQ494984,4,4,0,0,0,0,3,3,0,False
RQ498766,2,2,0,0,0,0,0,0,0,False
RQ500830,1,1,0,0,0,0,0,0,0,False
RQ502779,7,7,0,0,0,0,2,2,0,False
RQ508303,4,4,0,0,0,0,2,2,0,False
RQ508659,8,8,0,0,0,0,3,3,0,False
RQ508952,1,1,0,0,0,0,0,0,0,False
RQ509798,8,8,0,0,0,0,1,1,0,False
RQ509897,1,1,0,0,0,0,0,0,0,False
RQ512179,6,6,0,0,0,0,3,3,0,False
RQ512186,7,7,0,0,0,0,5,4,0,False
RQ513173,1,1,0,0,0,0,0,0,0,False
RQ513575,7,7,0,0,0,0,4,4,0,False
RQ514419,2,2,0,0,0,0,2,2,0,False
RQ514961,8,8,0,0,0,0,3,3,0,False
RQ515132,10,10,0,0,0,0,4,4,0,False
RQ515988,16,16,0,0,0,0,7,5,0,False
RQ516123,2,2,0,0,0,0,1,1,0,False
RQ516291,3,3,0,0,0,0,0,0,0,False
RQ516778,1,1,0,0,0,0,0,0,0,False
RQ516789,4,4,0,0,0,0,2,2,0,False
RQ516834,7,7,0,0,0,0,4,4,0,False
RQ517195,22,22,0,0,0,0,12,4,0,False
RQ517291,4,4,0,0,0,0,2,2,0,False
RQ517657,6,6,0,0,0,0,6,5,0,False
RQ518143,2,2,0,0,0,0,2,2,0,False
RQ518210,1,1,0,0,0,0,1,1,0,False
RQ518885,6,6,0,0,0,0,2,2,0,False
RQ519059,4,4,0,0,0,0,4,4,0,False
RQ519434,3,3,0,0,0,0,3,3,0,False
RQ519536,1,1,0,0,0,0,1,1,0,False
RQ519773,3,3,0,0,0,0,2,2,0,False
RQ519801,6,6,0,0,0,0,3,2,0,False
RQ520312,1,1,0,0,0,0,0,0,0,False
RQ520988,2,2,0,0,0,0,0,0,0,False
RQ521303,2,2,0,0,0,0,1,1,0,False
RQ521641,5,5,0,0,0,0,2,2,0,False
RQ522005,4,4,0,0,0,0,3,3,0,False
RQ522228,9,9,0,0,0,0,3,3,0,False
RQ522345,7,7,0,0,0,0,6,5,0,False
RQ522350,8,8,0,0,0,0,3,3,0,False
RQ523012,1,1,0,0,0,0,1,1,0,False
RQ531222,15,15,0,0,0,0,6,4,0,False
RQ549446,5,5,0,0,0,0,4,4,1,True
RQ565795,10,10,0,0,0,0,4,4,1,True
RQ565805,5,5,0,0,0,0,2,2,0,False
RQ566777,4,4,0,0,0,0,2,2,0,False
RQ570067,3,3,0,0,0,0,2,2,0,False
RQ570096,1,1,0,0,0,0,1,1,0,False
RQ578970,16,15,1,0,0,0,5,3,0,False
RQ583206,137,137,0,0,0,0,84,5,2,True
RQ583669,93,93,0,0,0,0,26,5,2,True
RQ591021,6,6,0,0,0,0,4,4,0,False
RQ591445,5,5,0,0,0,0,1,1,0,False
RQ598606,2,2,0,0,0,0,1,1,0,False
RQ621137,17,17,0,0,0,0,12,5,0,False
RQ622926,1,1,0,0,0,0,1,1,0,False
RQ627874,5,5,0,0,0,0,3,3,1,True
RQ644565,11,11,0,0,0,0,7,4,0,False
RQ646544,1,1,0,0,0,0,0,0,0,False
RQ654820,20,20,0,0,0,0,9,5,0,False
RQ702343,3,3,0,0,0,0,3,3,0,False
RQ706101,2,2,0,0,0,0,2,2,0,False
RQ708203,7,7,0,0,0,0,5,2,0,False
RQ712287,3,3,0,0,0,0,0,0,0,False
RQ738661,5,5,0,0,0,0,3,2,0,False
RQ739254,1,1,0,0,0,0,0,0,0,False
RQ739456,10,10,0,0,0,0,1,1,0,False
RQ739510,4,4,0,0,0,0,2,2,0,False
RQ739667,1,1,0,0,0,0,0,0,0,False
RQ745063,4,4,0,0,0,0,2,1,0,False
RQ766148,1,1,0,0,0,0,1,1,0,False
RQ778326,7,7,0,0,0,0,0,0,0,False
RQ778764,6,6,0,0,0,0,2,2,0,False
RQ799263,4,4,0,0,0,0,2,1,0,False
RQ838041,2,2,0,0,0,0,1,1,0,False
RQ865554,61,50,8,1,1,1,23,5,1,True
RQ867674,19,19,0,0,0,0,14,5,1,True
RQ868666,126,126,0,0,0,0,88,5,0,False
RQ886104,8,8,0,0,0,0,6,5,0,False
RQ888420,5,5,0,0,0,0,4,4,0,False
RQ891824,33,33,0,0,0,0,14,1,0,False
RQ893657,1,1,0,0,0,0,1,1,0,False
RQ901788,16,16,0,0,0,0,7,5,0,False
RQ901828,2,2,0,0,0,0,2,2,0,False
RQ902537,15,15,0,0,0,0,9,5,0,False
RQ902831,8,8,0,0,0,0,7,4,0,False
RQ916509,3,3,0,0,0,0,2,2,0,False
RQ917528,4,4,0,0,0,0,2,2,1,True
RQ937430,8,7,1,0,0,0,3,3,0,False
RQ945859,9,9,0,0,0,0,4,3,0,False
RQ946481,9,9,0,0,0,0,6,3,0,False
RQ946546,3,3,0,0,0,0,2,1,0,False
RQ957536,5,5,0,0,0,0,2,2,0,False
RQ995550,16,16,0,0,0,0,7,5,0,False
RS1001989,92,92,0,0,0,0,43,5,1,True
RS419158,6,6,0,0,0,0,4,4,0,False
RS432887,24,24,0,0,0,0,21,5,0,False
RS437982,8,8,0,0,0,0,5,5,1,True
RS457518,41,40,1,0,0,0,13,5,0,False
RS464130,4,4,0,0,0,0,1,1,0,False
RS464175,1,1,0,0,0,0,0,0,0,False
RS475834,15,13,1,0,0,1,8,5,0,False
RS477437,123,123,0,0,0,0,49,4,0,False
RS489157,31,31,0,0,0,0,21,5,4,True
RS495174,67,67,0,0,0,0,35,5,0,False
RS506747,62,37,2,23,0,0,8,4,0,False
RS513970,60,60,0,0,0,0,22,5,1,True
RS514060,188,188,0,0,0,0,84,5,11,True
RS635111,1,1,0,0,0,0,1,1,0,False
RS637409,11,11,0,0,0,0,4,4,1,True
RS645051,2,2,0,0,0,0,1,1,0,False
RS657615,18,18,0,0,0,0,13,5,0,False
RS665870,2,2,0,0,0,0,0,0,0,False
RS684032,1,1,0,0,0,0,1,1,0,False
RS684652,7,6,1,0,0,0,2,2,0,False
RS710001,1,1,0,0,0,0,1,1,0,False
RS722210,1,1,0,0,0,0,0,0,0,False
RS722470,13,13,0,0,0,0,7,5,2,True
RS724760,24,24,0,0,0,0,11,5,1,True
RS742821,67,66,0,0,0,1,42,5,5,True
RS770182,7,7,0,0,0,0,5,5,0,False
RS786410,1,1,0,0,0,0,1,1,0,False
RS788634,1,1,0,0,0,0,1,1,0,False
RS789965,11,11,0,0,0,0,8,5,0,False
RS806530,5,5,0,0,0,0,3,3,0,False
RS811810,8,8,0,0,0,0,1,1,0,False
RS815321,24,24,0,0,0,0,21,5,0,False
RS820155,10,10,0,0,0,0,10,5,0,False
RS820439,4,4,0,0,0,0,0,0,0,False
RS820875,13,13,0,0,0,0,6,5,0,False
RS823624,1,1,0,0,0,0,1,1,0,False
RS846997,2,2,0,0,0,0,1,1,0,False
RS865826,8,8,0,0,0,0,3,3,0,False
RS873018,21,21,0,0,0,0,15,5,0,False
RS873603,6,6,0,0,0,0,2,2,1,True
RS876815,2,2,0,0,0,0,1,1,0,False
RS884187,1,1,0,0,0,0,1,1,0,False
RS886999,2,2,0,0,0,0,0,0,0,False
RS897610,2,2,0,0,0,0,0,0,0,False
RS928838,6,6,0,0,0,0,1,1,0,False
RS957863,8,8,0,0,0,0,7,5,0,False
RS969361,8,8,0,0,0,0,6,5,0,False
RS973719,10,10,0,0,0,0,1,1,0,False
RS989604,25,25,0,0,0,0,20,5,0,False
RS990469,1,1,0,0,0,0,1,1,0,False
RS991246,15,14,1,0,0,0,5,2,0,False
RT1002169,1,1,0,0,0,0,1,1,0,False
RT1003027,1,1,0,0,0,0,1,1,0,False
RT1003783,11,11,0,0,0,0,8,5,0,False
RT101173,18,18,0,0,0,0,13,5,0,False
RT1031077,4,4,0,0,0,0,2,2,0,False
RT1032116,3,3,0,0,0,0,2,2,0,False
RT112504,3,3,0,0,0,0,3,3,0,False
RT115358,1,1,0,0,0,0,1,1,0,False
RT116402,11,11,0,0,0,0,6,3,0,False
RT125818,1,1,0,0,0,0,1,1,0,False
